,Player,Team,Appearances,Mins,Goals,Assists,xGoals,xAssists,xGoals per 90,xAssists per 90
294,Takehiro Tomiyasu,Arsenal ,3,270,0,0,0.01+0.01,0.04+0.04,0.00,0.01
295,Adam Idah,Norwich ,2,13,0,0,0.00,0.00,0.00,0.00
296,Marvelous Nakamba,Aston Villa ,2,109,0,0,0.00,0.00,0.00,0.00
297,Brandon Williams,Norwich ,1,43,0,0,0.00,0.01+0.01,0.00,0.02
298,Kieran Tierney,Arsenal ,1,90,0,0,0.05+0.05,0.02+0.02,0.05,0.02
299,Anthony Gordon,Everton ,3,84,0,0,0.38+0.38,0.13+0.13,0.40,0.14
300,Neco Williams,Liverpool ,1,6,0,1,0.00,0.60-0.40,0.00,8.94
301,Tyrick Mitchell,Crystal Palace ,3,270,0,1,0.00,0.55-0.45,0.00,0.18
302,Tariq Lamptey,Brighton ,3,81,0,0,0.04+0.04,0.01+0.01,0.05,0.01
303,Jeremy Ngakia,Watford ,3,197,0,0,0.00,0.10+0.10,0.00,0.05
304,Takumi Minamino,Liverpool ,1,1,0,0,0.00,0.00,0.00,0.00
305,João Pedro,Watford ,3,90,0,1,0.07+0.07,0.58-0.42,0.07,0.58
306,Tomas Soucek,West Ham ,3,260,0,0,0.76+0.76,0.18+0.18,0.26,0.06
307,Daniel Podence,Wolverhampton Wanderers ,3,35,0,1,0.10+0.10,0.74-0.26,0.26,1.90
308,Steven Bergwijn,Tottenham ,2,36,0,0,0.00,0.00,0.00,0.00
309,Josh Brownhill,Burnley ,3,270,0,0,0.06+0.06,0.10+0.10,0.02,0.03
310,Ki-Jana Hoever,Wolverhampton Wanderers ,1,6,0,0,0.00,0.00,0.00,0.00
311,Nathan Tella ,Southampton,1,1,0,0,0.00,0.00,0.00,0.00
312,Cole Palmer,Manchester City ,1,1,0,0,0.00,0.00,0.00,0.00
313,Luke Thomas,Leicester ,1,90,0,0,0.07+0.07,0.02+0.02,0.07,0.02
314,Illan Meslier,Leeds ,3,270,0,0,0.00,0.00,0.00,0.00
315,Pascal Struijk,Leeds ,3,270,0,0,0.00,0.00,0.00,0.00
316,Stuart Dallas,Leeds ,3,270,0,0,0.09+0.09,0.60+0.60,0.03,0.20
317,Kalvin Phillips,Leeds ,1,90,0,1,0.00,0.04-0.96,0.00,0.04
318,Jack Harrison,Leeds ,3,227,0,0,0.20+0.20,0.16+0.16,0.08,0.07
319,Jamie Shackleton,Leeds ,3,252,0,0,0.00,0.00,0.00,0.00
320,Fabio Silva,Wolverhampton Wanderers ,2,14,0,0,0.00,0.34+0.34,0.00,2.16
321,Joël Veltman,Brighton ,3,242,0,0,0.00,0.00,0.00,0.00
322,Liam Cooper,Leeds ,3,270,0,0,0.09+0.09,0.00,0.03,0.00
323,Konstantinos Tsimikas,Liverpool ,1,25,0,0,0.00,0.00,0.00,0.00
324,Matthew Cash,Aston Villa ,3,262,0,0,0.20+0.20,0.73+0.73,0.07,0.25
325,Trincão,Wolverhampton Wanderers ,1,81,0,0,0.61+0.61,0.05+0.05,0.68,0.05
326,Rúben Dias,Manchester City ,3,194,0,0,0.10+0.10,0.00,0.05,0.00
327,Vladimir Coufal,West Ham ,1,1,0,0,0.00,0.00,0.00,0.00
328,Hakim Ziyech,Chelsea ,2,86,0,0,0.87+0.87,0.09+0.09,0.91,0.10
329,Robert Sánchez,Brighton ,3,270,0,0,0.00,0.00,0.00,0.00
330,Jakub Moder,Brighton ,3,245,0,0,0.21+0.21,0.11+0.11,0.08,0.04
331,Joe Gelhardt,Leeds ,2,39,0,0,0.43+0.43,0.03+0.03,0.98,0.06
332,Crysencio Summerville,Leeds ,2,44,0,0,0.04+0.04,0.00,0.07,0.00
333,Cody Drameh,Leeds ,1,18,0,0,0.00,0.00,0.00,0.00
334,David Raya,Brentford ,2,180,0,0,0.00,0.00,0.00,0.00
335,Kristoffer Ajer,Brentford ,1,42,0,0,0.07+0.07,0.00,0.14,0.00
336,Ethan Pinnock,Brentford ,3,228,0,0,0.06+0.06,0.76+0.76,0.02,0.30
337,Rico Henry,Brentford ,3,270,0,0,0.03+0.03,0.06+0.06,0.01,0.02
338,Vitaly Janelt,Brentford ,1,20,0,0,0.02+0.02,0.00,0.10,0.00
339,Frank Onyeka,Brentford ,3,208,0,0,0.06+0.06,0.05+0.05,0.03,0.02
340,Marcus Forss,Brentford ,3,141,0,0,0.19+0.19,0.00,0.12,0.00
341,Mads Roerslev,Brentford ,1,11,0,0,0.00,0.00,0.00,0.00
342,Albert Sambi Lokonga,Arsenal ,3,210,0,0,0.15+0.15,0.13+0.13,0.06,0.06
343,Nuno Tavares,Arsenal ,2,180,0,0,0.16+0.16,0.55+0.55,0.08,0.28
344,Nathan Collins,Burnley ,2,180,0,0,0.00,0.55+0.55,0.00,0.27
345,José Sá,Wolverhampton Wanderers ,3,270,0,0,0.00,0.06+0.06,0.00,0.02
346,Dimitris Giannoulis,Norwich ,2,137,0,0,0.00,0.04+0.04,0.00,0.03
347,Christos Tzolis,Norwich ,1,20,0,0,0.00,0.00,0.00,0.00
348,Michael Olise,Crystal Palace ,3,86,0,2,0.00,1.50-0.50,0.00,1.57
349,Ozan Tufan,Watford ,1,68,0,0,0.00,0.00,0.00,0.00
350,Przemyslaw Placheta,Norwich ,1,1,0,0,0.00,0.00,0.00,0.00
